date,min,max,normal_min,normal_max
19600813,53.0,87.0,58.6,91.8
19600814,51.0,83.0,58.4,91.6
19600815,49.0,74.0,58.3,91.4
19600816,45.0,89.0,58.1,91.2
19600817,53.0,99.0,57.9,91.0
19600818,59.0,101.0,57.7,90.8
19600819,59.0,97.0,57.6,90.6
19600820,57.0,85.0,57.4,90.4
19600821,47.0,70.0,57.2,90.2
19600822,48.0,65.0,57.0,90.0
19600823,50.0,73.0,56.8,89.8
19600824,51.0,71.0,56.6,89.6
19600825,43.0,80.0,56.4,89.4
19600826,50.0,73.0,56.2,89.3
19600827,41.0,78.0,56.0,89.1
19600828,43.0,87.0,55.8,88.9
19600829,48.0,89.0,55.6,88.7
19600830,48.0,90.0,55.4,88.5
19600831,51.0,84.0,55.2,88.3
19600901,51.0,65.0,54.9,88.1
19600902,54.0,84.0,54.7,87.9
19600903,51.0,88.0,54.5,87.7
19600904,52.0,73.0,54.3,87.5
19600905,43.0,78.0,54.0,87.3
19600906,41.0,78.0,53.8,87.1
19600907,40.0,86.0,53.6,86.9
19600908,45.0,96.0,53.3,86.7
19600909,50.0,83.0,53.1,86.4
19600910,54.0,97.0,52.8,86.2
19600911,58.0,96.0,52.6,85.9
19600912,57.0,89.0,52.3,85.7
19600913,47.0,87.0,52.1,85.4
19600914,46.0,95.0,51.8,85.1
19600915,51.0,83.0,51.5,84.9
19600916,43.0,85.0,51.2,84.6
19600917,40.0,85.0,51.0,84.3
19600918,43.0,92.0,50.7,83.9
19600919,46.0,87.0,50.4,83.6
19600920,46.0,73.0,50.1,83.3
19600921,36.0,79.0,49.8,82.9
19600922,37.0,84.0,49.5,82.5
19600923,46.0,83.0,49.1,82.1
19600924,47.0,91.0,48.8,81.7
19600925,53.0,92.0,48.5,81.3
19600926,53.0,95.0,48.2,80.9
19600927,57.0,88.0,47.8,80.5
19600928,48.0,87.0,47.5,80.0
19600929,47.0,92.0,47.2,79.5
19600930,48.0,91.0,46.9,79.1
19601001,43.0,90.0,46.5,78.6
19601002,42.0,86.0,46.2,78.1
19601003,39.0,88.0,45.9,77.5
19601004,43.0,86.0,45.5,77.0
19601005,48.0,87.0,45.2,76.5
19601006,57.0,76.0,44.9,75.9
19601007,44.0,65.0,44.5,75.4
19601008,39.0,60.0,44.2,74.8
19601009,32.0,62.0,43.9,74.3
19601010,30.0,67.0,43.6,73.7
19601011,36.0,60.0,43.3,73.1
19601012,36.0,59.0,43.0,72.5
19601013,29.0,62.0,42.7,71.9
19601014,31.0,69.0,42.4,71.4
19601015,34.0,77.0,42.1,70.8
19601016,38.0,86.0,41.8,70.2
19601017,39.0,85.0,41.6,69.6
19601018,41.0,72.0,41.3,69.0
19601019,40.0,70.0,41.0,68.4
19601020,39.0,60.0,40.8,67.8
19601021,40.0,61.0,40.6,67.2
19601022,42.0,76.0,40.3,66.6
19601023,39.0,72.0,40.1,66.0
19601024,42.0,67.0,39.9,65.4
